Worksport PE Ratio Historical Data,Worksport PE Ratio Historical Data,Worksport PE Ratio Historical Data,Worksport PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,3.39,,0.0
2024-09-30,0.43,$-0.66,0.0
2024-06-30,0.78,$-0.75,0.0
2024-03-31,0.58,$-0.82,0.0
2023-12-31,1.49,$-0.85,0.0
2023-09-30,2.1,$-0.86,0.0
2023-06-30,2.44,$-0.80,0.0
2023-03-31,1.45,$-0.78,0.0
2022-12-31,1.0,$-0.74,0.0
2022-09-30,1.74,$-0.81,0.0
2022-06-30,1.93,$-0.79,0.0
