IHS Holding PE Ratio Historical Data,IHS Holding PE Ratio Historical Data,IHS Holding PE Ratio Historical Data,IHS Holding PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,4.7,,0.0
2024-12-31,2.92,$-5.64,0.0
2024-09-30,2.99,$-7.00,0.0
2024-06-30,3.2,$-7.18,0.0
2024-03-31,3.53,$-10.55,0.0
2023-12-31,4.6,$-5.85,0.0
2023-09-30,5.55,$-5.31,0.0
2023-06-30,9.78,$-4.66,0.0
2023-03-31,8.76,$-1.46,0.0
2022-12-31,6.15,$-1.44,0.0
2022-09-30,5.58,$-0.85,0.0
