A2Z Cust2Mate Solutions PE Ratio Historical Data,A2Z Cust2Mate Solutions PE Ratio Historical Data,A2Z Cust2Mate Solutions PE Ratio Historical Data,A2Z Cust2Mate Solutions PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,7.34,,0.0
2024-09-30,0.8,$-0.50,0.0
2024-06-30,0.4,$-0.48,0.0
2024-03-31,0.58,$-0.83,0.0
2023-12-31,1.37,$-1.10,0.0
2023-09-30,1.65,$-1.35,0.0
2023-06-30,2.53,$-1.78,0.0
2023-03-31,1.29,$-1.58,0.0
2022-12-31,1.27,$-1.53,0.0
