Erasca PE Ratio Historical Data,Erasca PE Ratio Historical Data,Erasca PE Ratio Historical Data,Erasca PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.48,,0.0
2024-09-30,2.73,$-0.83,0.0
2024-06-30,2.36,$-0.92,0.0
2024-03-31,2.06,$-0.84,0.0
2023-12-31,2.13,$-0.83,0.0
2023-09-30,1.97,$-1.69,0.0
2023-06-30,2.76,$-1.78,0.0
2023-03-31,3.01,$-1.87,0.0
2022-12-31,4.31,$-1.96,0.0
2022-09-30,7.8,$-1.16,0.0
2022-06-30,5.57,$-1.33,0.0
