"Belpointe PREP, LLC PE Ratio Historical Data","Belpointe PREP, LLC PE Ratio Historical Data","Belpointe PREP, LLC PE Ratio Historical Data","Belpointe PREP, LLC PE Ratio Historical Data"
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,64.25,,0.0
2024-09-30,69.02,$-5.47,0.0
2024-06-30,57.9,$-4.49,0.0
2024-03-31,60.89,$-4.35,0.0
2023-12-31,77.25,$-4.05,0.0
2023-09-30,85.7,$-3.67,0.0
2023-06-30,87.0,$-3.05,0.0
2023-03-31,93.8,$-2.45,0.0
2022-12-31,100.0,$-2.25,0.0
2022-09-30,84.45,$-1.46,0.0
