Integrated Media Technology PE Ratio Historical Data,Integrated Media Technology PE Ratio Historical Data,Integrated Media Technology PE Ratio Historical Data,Integrated Media Technology PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.94,,inf
2024-06-30,1.99,0.0,0.0
2023-12-31,2.71,0.0,0.0
2023-06-30,3.55,0.0,0.0
2022-12-31,6.88,0.0,0.0
2022-06-30,38.6,0.0,0.0
2021-12-31,44.7,0.0,0.0
2021-06-30,49.2,0.0,0.0
2020-12-31,39.0,0.0,0.0
