BayFirst Financial PE Ratio Historical Data,BayFirst Financial PE Ratio Historical Data,BayFirst Financial PE Ratio Historical Data,BayFirst Financial PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,18.68,,25.59
2024-09-30,13.15,$0.73,18.01
2024-06-30,11.62,$0.96,12.1
2024-03-31,12.95,$1.13,11.46
2023-12-31,13.05,$1.15,11.34
2023-09-30,11.23,$1.10,10.2
2023-06-30,13.5,$0.34,39.71
2023-03-31,15.53,$0.08,194.13
2022-12-31,16.72,$-0.10,0.0
2022-09-30,16.55,$0.24,68.96
