NKGen Biotech PE Ratio Historical Data,NKGen Biotech PE Ratio Historical Data,NKGen Biotech PE Ratio Historical Data,NKGen Biotech PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-04,0.19,,0.0
2024-09-30,0.38,$-2.45,0.0
2024-06-30,1.27,$-5.08,0.0
2024-03-31,1.89,$-4.41,0.0
2023-12-31,2.75,$-4.16,0.0
2023-09-30,6.56,$-2.48,0.0
2023-06-30,10.33,0,0.0
2023-03-31,10.13,0,0.0
2022-12-31,9.95,0,0.0
2022-09-30,9.75,0,0.0
2022-06-30,9.71,0,0.0
