PepGen PE Ratio Historical Data,PepGen PE Ratio Historical Data,PepGen PE Ratio Historical Data,PepGen PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.89,,0.0
2024-12-31,3.79,$-2.84,0.0
2024-09-30,8.55,$-2.98,0.0
2024-06-30,15.96,$-3.30,0.0
2024-03-31,14.7,$-3.25,0.0
2023-12-31,6.8,$-3.31,0.0
2023-09-30,5.08,$-3.45,0.0
2023-06-30,8.94,$-3.26,0.0
2023-03-31,12.23,$-3.67,0.0
