Westrock Coffee PE Ratio Historical Data,Westrock Coffee PE Ratio Historical Data,Westrock Coffee PE Ratio Historical Data,Westrock Coffee PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,6.52,,0.0
2024-12-31,6.42,$-0.63,0.0
2024-09-30,6.5,$-0.86,0.0
2024-06-30,10.23,$-0.55,0.0
2024-03-31,10.33,$-0.70,0.0
2023-12-31,10.21,$-0.56,0.0
2023-09-30,8.86,$-0.77,0.0
2023-06-30,10.87,$-1.33,0.0
2023-03-31,12.24,$-0.98,0.0
2022-12-31,13.36,$-0.85,0.0
2022-09-30,10.33,$-0.41,0.0
