DIH Holding US PE Ratio Historical Data,DIH Holding US PE Ratio Historical Data,DIH Holding US PE Ratio Historical Data,DIH Holding US PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.35,,0.0
2024-12-31,1.38,$-0.30,0.0
2024-09-30,1.9,$-0.19,0.0
2024-06-30,2.67,$-0.18,0.0
2024-03-31,1.1,$-0.16,0.0
2023-12-31,4.48,0,0.0
2023-09-30,10.85,0,0.0
2023-06-30,10.62,0,0.0
2023-03-31,10.37,0,0.0
2022-12-31,10.23,0,0.0
