CFSB Bancorp PE Ratio Historical Data,CFSB Bancorp PE Ratio Historical Data,CFSB Bancorp PE Ratio Historical Data,CFSB Bancorp PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,7.58,,0.0
2024-12-31,6.76,$-0.01,0.0
2024-09-30,6.9,$-0.01,0.0
2024-06-30,6.57,$0.01,657.0
2024-03-31,7.2,$0.00,0.0
2023-12-31,6.45,$0.07,92.17
2023-09-30,7.0,$0.15,46.67
2023-06-30,7.99,$0.23,34.74
2023-03-31,7.77,$0.21,37.0
2022-12-31,8.09,$0.00,0.0
