PSQ Holdings PE Ratio Historical Data,PSQ Holdings PE Ratio Historical Data,PSQ Holdings PE Ratio Historical Data,PSQ Holdings PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.71,,0.0
2024-12-31,4.54,$-1.21,0.0
2024-09-30,2.46,$-1.26,0.0
2024-06-30,3.77,$-1.62,0.0
2024-03-31,5.38,$-24.27,0.0
2023-12-31,5.24,$-23.83,0.0
2023-09-30,9.08,$-23.78,0.0
2023-06-30,10.27,$-23.01,0.0
2023-03-31,10.13,0,0.0
2022-12-31,9.94,0,0.0
2022-09-30,9.76,0,0.0
2022-06-30,9.75,0,0.0
