Complete Solaria PE Ratio Historical Data,Complete Solaria PE Ratio Historical Data,Complete Solaria PE Ratio Historical Data,Complete Solaria PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.51,,0.0
2024-09-30,2.81,$-1.49,0.0
2024-06-30,1.12,$-5.66,0.0
2024-03-31,0.6,$-5.40,0.0
2023-12-31,1.61,$-5.20,0.0
2023-09-30,2.06,$-5.20,0.0
2023-06-30,10.6,0,0.0
2023-03-31,10.32,0,0.0
2022-12-31,10.1,0,0.0
2022-09-30,9.91,0,0.0
2022-06-30,9.82,0,0.0
2022-03-31,9.8,0,0.0
