IM Cannabis PE Ratio Historical Data,IM Cannabis PE Ratio Historical Data,IM Cannabis PE Ratio Historical Data,IM Cannabis PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.78,,0.0
2024-09-30,2.38,$-3.41,0.0
2024-06-30,0.46,$-3.83,0.0
2024-03-31,0.53,$-4.80,0.0
2023-12-31,0.36,$-2.82,0.0
2023-09-30,0.72,$-1.74,0.0
2023-06-30,0.92,$-84.40,0.0
2023-03-31,0.72,$-97.66,0.0
2022-12-31,0.97,$-105.58,0.0
2022-09-30,0.41,$-114.58,0.0
2022-06-30,0.64,$-39.59,0.0
