Duos Technologies PE Ratio Historical Data,Duos Technologies PE Ratio Historical Data,Duos Technologies PE Ratio Historical Data,Duos Technologies PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,6.28,,0.0
2024-09-30,3.0,$-1.43,0.0
2024-06-30,2.86,$-1.66,0.0
2024-03-31,4.34,$-1.65,0.0
2023-12-31,2.9,$-1.57,0.0
2023-09-30,5.13,$-1.23,0.0
2023-06-30,5.94,$-1.12,0.0
2023-03-31,2.8,$-0.92,0.0
2022-12-31,2.0,$-1.11,0.0
