Genelux PE Ratio Historical Data,Genelux PE Ratio Historical Data,Genelux PE Ratio Historical Data,Genelux PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,3.98,,0.0
2024-09-30,2.37,$-0.95,0.0
2024-06-30,1.95,$-0.96,0.0
2024-03-31,6.43,$-0.97,0.0
2023-12-31,14.01,$-0.68,0.0
