Nuvectis Pharma PE Ratio Historical Data,Nuvectis Pharma PE Ratio Historical Data,Nuvectis Pharma PE Ratio Historical Data,Nuvectis Pharma PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,9.35,,0.0
2024-12-31,5.41,$-1.11,0.0
2024-09-30,6.29,$-1.16,0.0
2024-06-30,6.33,$-1.29,0.0
2024-03-31,8.2,$-1.41,0.0
2023-12-31,8.34,$-1.43,0.0
2023-09-30,12.89,$-1.50,0.0
2023-06-30,15.97,$-1.55,0.0
2023-03-31,13.11,$-1.45,0.0
2022-12-31,7.5,$-1.50,0.0
