180 Life Sciences PE Ratio Historical Data,180 Life Sciences PE Ratio Historical Data,180 Life Sciences PE Ratio Historical Data,180 Life Sciences PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.05,,0.0
2024-09-30,1.67,$-2.52,0.0
2024-06-30,1.65,$-26.20,0.0
2024-03-31,2.33,$-39.51,0.0
2023-12-31,4.06,$-61.98,0.0
2023-09-30,11.64,$-61.98,0.0
2023-06-30,22.23,$-246.58,0.0
2023-03-31,34.2,$-199.05,0.0
2022-12-31,64.41,$-155.89,0.0
2022-09-30,252.7,$-136.88,0.0
2022-06-30,322.28,$159.70,2.02
2022-03-31,984.2,$-159.70,0.0
2021-12-31,1482.0,$-399.24,0.0
2021-09-30,2055.8,$-418.25,0.0
2021-06-30,3800.0,$-642.59,0.0
2021-03-31,2492.8,$-357.41,0.0
2020-12-31,1037.4,$-136.88,0.0
2020-09-30,4166.7,$-136.88,0.0
2020-06-30,4187.6,0,0.0
2020-03-31,3800.0,0,0.0
2019-12-31,4063.64,0,0.0
2019-09-30,3999.04,0,0.0
2019-06-30,3978.18,0,0.0
2019-03-31,3948.2,0,0.0
2018-12-31,3876.0,$3.80,1019.38
2018-09-30,3838.0,$3.80,1009.39
2018-06-30,3777.2,$3.80,993.4
2018-03-31,3743.0,$3.80,984.4
