T Stamp PE Ratio Historical Data,T Stamp PE Ratio Historical Data,T Stamp PE Ratio Historical Data,T Stamp PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.15,,0.0
2024-09-30,0.22,$-13.49,0.0
2024-06-30,0.46,$-12.44,0.0
2024-03-31,0.92,$-14.09,0.0
2023-12-31,1.37,$-17.69,0.0
2023-09-30,1.65,$-12.29,0.0
2023-06-30,1.28,$-23.54,0.0
2023-03-31,2.57,$-28.49,0.0
2022-12-31,0.48,$-26.24,0.0
