ESGL Holdings PE Ratio Historical Data,ESGL Holdings PE Ratio Historical Data,ESGL Holdings PE Ratio Historical Data,ESGL Holdings PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.9,,inf
2024-06-30,1.2,0.0,0.0
2023-12-31,0.7,0.0,0.0
2023-06-30,10.79,0.0,0.0
2023-03-31,10.5,0.0,0.0
