Douglas Elliman PE Ratio Historical Data,Douglas Elliman PE Ratio Historical Data,Douglas Elliman PE Ratio Historical Data,Douglas Elliman PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.83,,0.0
2024-12-31,1.67,$-0.85,0.0
2024-09-30,1.83,$-1.03,0.0
2024-06-30,1.16,$-0.76,0.0
2024-03-31,1.58,$-0.80,0.0
2023-12-31,2.95,$-0.52,0.0
2023-09-30,2.26,$-0.57,0.0
2023-06-30,2.22,$-0.56,0.0
2023-03-31,3.11,$-0.37,0.0
2022-12-31,4.07,$-0.08,0.0
2022-09-30,4.1,$0.40,10.25
