ProKidney PE Ratio Historical Data,ProKidney PE Ratio Historical Data,ProKidney PE Ratio Historical Data,ProKidney PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.94,,0.0
2024-09-30,1.92,$-0.55,0.0
2024-06-30,2.46,$-0.59,0.0
2024-03-31,1.64,$-0.57,0.0
2023-12-31,1.78,$-0.57,0.0
2023-09-30,4.58,$-0.59,0.0
2023-06-30,11.19,$-0.54,0.0
