Glimpse PE Ratio Historical Data,Glimpse PE Ratio Historical Data,Glimpse PE Ratio Historical Data,Glimpse PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.23,,0.0
2024-12-31,2.47,$-0.39,0.0
2024-09-30,0.76,$-0.43,0.0
2024-06-30,1.02,$-0.38,0.0
2024-03-31,1.12,$-1.51,0.0
2023-12-31,1.13,$-1.80,0.0
2023-09-30,1.84,$-1.69,0.0
2023-06-30,3.56,$-2.08,0.0
2023-03-31,3.76,$-0.78,0.0
2022-12-31,3.03,$-0.54,0.0
2022-09-30,5.29,$-0.75,0.0
2022-06-30,3.98,$-0.52,0.0
