FTC Solar PE Ratio Historical Data,FTC Solar PE Ratio Historical Data,FTC Solar PE Ratio Historical Data,FTC Solar PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.73,,0.0
2024-09-30,0.68,$-3.80,0.0
2024-06-30,0.35,$-4.00,0.0
2024-03-31,0.54,$-3.90,0.0
2023-12-31,0.69,$-4.30,0.0
2023-09-30,1.28,$-5.40,0.0
2023-06-30,3.22,$-6.50,0.0
2023-03-31,2.25,$-8.20,0.0
2022-12-31,2.68,$-9.90,0.0
2022-09-30,2.96,$-10.40,0.0
2022-06-30,3.62,$-10.30,0.0
2022-03-31,4.93,$-14.70,0.0
