PropertyGuru Group PE Ratio Historical Data,PropertyGuru Group PE Ratio Historical Data,PropertyGuru Group PE Ratio Historical Data,PropertyGuru Group PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-12-12,6.7,,0.0
2024-06-30,4.85,$-0.09,0.0
2024-03-31,3.8,$-0.05,0.0
2023-12-31,3.34,$-0.07,0.0
2023-09-30,3.66,$-0.12,0.0
2023-06-30,4.44,$-0.10,0.0
2023-03-31,5.0,$-0.07,0.0
2022-09-30,4.48,$-0.02,0.0
2022-06-30,4.5,$0.02,225.0
2021-12-31,9.91,0,0.0
