New Horizon Aircraft PE Ratio Historical Data,New Horizon Aircraft PE Ratio Historical Data,New Horizon Aircraft PE Ratio Historical Data,New Horizon Aircraft PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.59,,2.44
2024-11-30,0.67,$0.24,2.81
2024-08-31,0.99,$-0.56,0.0
2024-05-31,0.8,$-0.45,0.0
2024-02-29,1.25,$-0.45,0.0
2023-12-31,8.32,0,0.0
2023-11-30,10.58,0,0.0
2023-09-30,10.55,0,0.0
