ABVC BioPharma PE Ratio Historical Data,ABVC BioPharma PE Ratio Historical Data,ABVC BioPharma PE Ratio Historical Data,ABVC BioPharma PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.67,,0.0
2024-09-30,0.68,$-0.86,0.0
2024-06-30,0.77,$-1.66,0.0
2024-03-31,1.31,$-2.25,0.0
2023-12-31,1.16,$-2.45,0.0
2023-09-30,1.04,$-3.60,0.0
2023-06-30,5.2,$-3.88,0.0
2023-03-31,6.4,$-3.80,0.0
2022-12-31,6.25,$-5.20,0.0
2022-09-30,8.8,$-6.80,0.0
2022-06-30,10.6,$-6.40,0.0
