Paragon 28 PE Ratio Historical Data,Paragon 28 PE Ratio Historical Data,Paragon 28 PE Ratio Historical Data,Paragon 28 PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,13.03,,0.0
2024-12-31,10.33,$-0.50,0.0
2024-09-30,6.68,$-0.74,0.0
2024-06-30,6.84,$-0.69,0.0
2024-03-31,12.35,$-0.65,0.0
2023-12-31,12.43,$-0.58,0.0
2023-09-30,12.55,$-0.85,0.0
2023-06-30,17.74,$-0.88,0.0
2023-03-31,17.07,$-0.88,0.0
2022-12-31,19.11,$-0.89,0.0
2022-09-30,17.82,$-0.45,0.0
