Boqii Holding PE Ratio Historical Data,Boqii Holding PE Ratio Historical Data,Boqii Holding PE Ratio Historical Data,Boqii Holding PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.5,,0.0
2024-09-30,0.4,$-16.00,0.0
2022-06-30,1.93,$-30.00,0.0
2022-03-31,2.65,$-37.33,0.0
2021-12-31,5.29,$-49.99,0.0
2021-09-30,13.86,$-2.00,0.0
2021-06-30,26.94,$-2.00,0.0
