MDxHealth SA PE Ratio Historical Data,MDxHealth SA PE Ratio Historical Data,MDxHealth SA PE Ratio Historical Data,MDxHealth SA PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.59,,0.0
2024-09-30,2.08,$-1.52,0.0
2024-06-30,2.39,$-1.12,0.0
2024-03-31,2.59,$-0.70,0.0
2023-12-31,3.94,$-0.39,0.0
2023-09-30,2.8,0,0.0
2023-06-30,3.41,0,0.0
2023-03-31,3.24,0,0.0
2022-12-31,6.61,0,0.0
2022-09-30,6.75,0,0.0
