Onfolio Holdings PE Ratio Historical Data,Onfolio Holdings PE Ratio Historical Data,Onfolio Holdings PE Ratio Historical Data,Onfolio Holdings PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.03,,0.0
2024-09-30,1.08,$-0.60,0.0
2024-06-30,1.16,$-1.43,0.0
2024-03-31,0.48,$-1.52,0.0
2023-12-31,0.51,$-1.64,0.0
2023-09-30,0.84,$-1.64,0.0
2023-06-30,1.21,$-1.01,0.0
