Treasure Global PE Ratio Historical Data,Treasure Global PE Ratio Historical Data,Treasure Global PE Ratio Historical Data,Treasure Global PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.11,,0.0
2024-12-31,0.18,$-2.68,0.0
2024-09-30,1.25,$-2.88,0.0
2024-06-30,2.84,$-3.30,0.0
2024-03-31,4.02,$-4.49,0.0
2023-12-31,0.09,$-3.36,0.0
2023-09-30,0.26,$-3.99,0.0
2023-06-30,1.03,$-5.04,0.0
