ZyVersa Therapeutics PE Ratio Historical Data,ZyVersa Therapeutics PE Ratio Historical Data,ZyVersa Therapeutics PE Ratio Historical Data,ZyVersa Therapeutics PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.7,,0.0
2024-09-30,2.4,$-10.27,0.0
2024-06-30,3.76,$-39.31,0.0
2024-03-31,0.75,"$-1,728.31",0.0
2023-12-31,0.9,"$-1,860.14",0.0
2023-09-30,0.13,"$-1,860.14",0.0
2023-06-30,0.25,"$-1,828.67",0.0
2023-03-31,1.93,$-136.36,0.0
2022-12-31,1.57,0,0.0
