TOP Ships PE Ratio Historical Data,TOP Ships PE Ratio Historical Data,TOP Ships PE Ratio Historical Data,TOP Ships PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,6.11,,0.0
2024-06-30,11.02,"$2,999,999,997.00",0.0
2014-12-31,100000000.0,"$2,999,999,997.00",0.03
2014-09-30,100000000.0,"$1,999,999,998.00",0.05
2014-06-30,100000000.0,"$999,999,999.00",0.1
2014-03-31,100000000.0,0,0.0
2013-12-31,100000000.0,0,0.0
2013-09-30,100000000.0,0,0.0
2013-06-30,100000000.0,0,0.0
2013-03-31,100000000.0,0,0.0
2012-12-31,100000000.0,"$-999,999,999.00",0.0
2012-06-30,100000000.0,"$-1,999,999,998.00",0.0
2011-12-31,100000000.0,"$-999,999,999.00",0.0
2011-06-30,100000000.0,0,0.0
2011-03-31,100000000.0,0,0.0
2010-12-31,100000000.0,"$1,999,999,998.00",0.05
2010-09-30,100000000.0,0,0.0
2010-06-30,100000000.0,0,0.0
2010-03-31,100000000.0,0,0.0
2009-12-31,100000000.0,0,0.0
