Hour Loop PE Ratio Historical Data,Hour Loop PE Ratio Historical Data,Hour Loop PE Ratio Historical Data,Hour Loop PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.71,,34.2
2024-09-30,1.46,$0.05,29.1
2024-06-30,0.93,$0.04,23.35
2024-03-31,1.13,0,0.0
2023-12-31,1.38,$-0.07,0.0
2023-09-30,1.41,$-0.08,0.0
2023-06-30,1.66,$-0.07,0.0
2023-03-31,2.01,$-0.06,0.0
2022-12-31,2.61,$-0.04,0.0
