CISO Global PE Ratio Historical Data,CISO Global PE Ratio Historical Data,CISO Global PE Ratio Historical Data,CISO Global PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.48,,0.0
2024-09-30,0.7,$-1.56,0.0
2024-06-30,0.58,$-1.69,0.0
2024-03-31,1.22,$-3.70,0.0
2023-12-31,0.1,$-6.75,0.0
2023-09-30,0.14,$-6.75,0.0
2023-06-30,0.18,$-7.20,0.0
2023-03-31,0.34,$-5.25,0.0
2022-12-31,2.55,$-2.55,0.0
2022-09-30,2.95,$-2.55,0.0
