NextPlat PE Ratio Historical Data,NextPlat PE Ratio Historical Data,NextPlat PE Ratio Historical Data,NextPlat PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.96,,0.0
2024-09-30,1.41,$-0.68,0.0
2024-06-30,1.08,$-0.29,0.0
2024-03-31,1.53,$-0.25,0.0
2023-12-31,1.65,$-0.25,0.0
2023-09-30,1.81,$-0.22,0.0
2023-06-30,2.72,$-0.99,0.0
2023-03-31,1.48,$-0.93,0.0
2022-12-31,1.26,$-0.94,0.0
2022-09-30,2.2,$-0.87,0.0
2022-06-30,1.93,$-0.64,0.0
2022-03-31,3.06,$-1.04,0.0
