Sunrise New Energy PE Ratio Historical Data,Sunrise New Energy PE Ratio Historical Data,Sunrise New Energy PE Ratio Historical Data,Sunrise New Energy PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.94,,inf
2024-06-30,0.8,0.0,0.0
2023-12-31,1.08,0.0,0.0
2023-06-30,2.66,0.0,0.0
2022-12-31,2.73,0.0,0.0
