BTCS PE Ratio Historical Data,BTCS PE Ratio Historical Data,BTCS PE Ratio Historical Data,BTCS PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.8,,4.39
2024-09-30,1.16,$0.41,2.83
2024-06-30,1.38,$0.93,1.48
2024-03-31,1.76,$1.29,1.36
2023-12-31,1.63,$0.56,2.91
2023-09-30,0.94,$-0.31,0.0
2023-06-30,1.19,$-0.35,0.0
2023-03-31,1.36,$-0.89,0.0
2022-12-31,0.63,$-1.26,0.0
2022-09-30,1.5,$-1.16,0.0
2022-06-30,1.49,$-1.67,0.0
