FingerMotion PE Ratio Historical Data,FingerMotion PE Ratio Historical Data,FingerMotion PE Ratio Historical Data,FingerMotion PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.46,,0.0
2024-11-30,2.04,$-0.10,0.0
2024-08-31,2.22,$-0.11,0.0
2024-05-31,3.14,$-0.08,0.0
2024-02-29,2.67,$-0.07,0.0
2023-11-30,4.23,$-0.10,0.0
2023-08-31,5.11,$-0.12,0.0
2023-05-31,1.63,$-0.16,0.0
2023-02-28,1.44,$-0.17,0.0
2022-11-30,4.24,$-0.17,0.0
