POET Technologies PE Ratio Historical Data,POET Technologies PE Ratio Historical Data,POET Technologies PE Ratio Historical Data,POET Technologies PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,4.27,,0.0
2024-09-30,4.44,$-0.59,0.0
2024-06-30,2.07,$-0.52,0.0
2024-03-31,1.37,$-0.49,0.0
2023-12-31,0.94,$-0.51,0.0
2023-09-30,3.06,$-0.55,0.0
2023-06-30,4.41,$-0.53,0.0
2023-03-31,3.88,$-0.56,0.0
2022-12-31,3.02,$-0.57,0.0
