SHF Holdings PE Ratio Historical Data,SHF Holdings PE Ratio Historical Data,SHF Holdings PE Ratio Historical Data,SHF Holdings PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.26,,1.55
2024-09-30,0.55,$0.17,3.25
2024-06-30,0.54,$0.14,3.83
2024-03-31,0.97,$-0.28,0.0
2023-12-31,1.42,$-0.38,0.0
2023-09-30,0.79,$-2.43,0.0
2023-06-30,0.53,$-2.35,0.0
2023-03-31,0.51,$-1.95,0.0
2022-12-31,1.78,$-1.89,0.0
2022-09-30,6.99,$0.06,116.5
2022-06-30,10.61,0,0.0
