Bit Origin PE Ratio Historical Data,Bit Origin PE Ratio Historical Data,Bit Origin PE Ratio Historical Data,Bit Origin PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.3,,inf
2024-06-30,2.88,0.0,0.0
2023-12-31,4.15,0.0,0.0
2023-06-30,2.04,0.0,0.0
2022-12-31,5.28,0.0,0.0
2022-06-30,13.05,0.0,0.0
2021-12-31,41.1,0.0,0.0
2021-06-30,47.1,0.0,0.0
