Nxu PE Ratio Historical Data,Nxu PE Ratio Historical Data,Nxu PE Ratio Historical Data,Nxu PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.26,,0.0
2024-09-30,0.25,$-1.88,0.0
2024-06-30,0.37,$-34.30,0.0
2024-03-31,0.68,$-93.45,0.0
2023-12-31,2.3,$-92.54,0.0
2023-09-30,0.2,$-92.54,0.0
2023-06-30,0.53,$-59.70,0.0
