AlTi Global PE Ratio Historical Data,AlTi Global PE Ratio Historical Data,AlTi Global PE Ratio Historical Data,AlTi Global PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.9,,0.0
2024-09-30,3.74,$-1.75,0.0
2024-06-30,5.21,$-2.27,0.0
2024-03-31,5.66,$-1.83,0.0
2023-12-31,8.76,$-3.20,0.0
2023-09-30,6.96,$-2.33,0.0
2023-06-30,7.66,$-0.93,0.0
2023-03-31,12.54,$-1.19,0.0
2022-12-31,10.91,0,0.0
2022-09-30,9.91,0,0.0
2022-06-30,9.83,0,0.0
2022-03-31,9.87,0,0.0
