Blue Star Foods PE Ratio Historical Data,Blue Star Foods PE Ratio Historical Data,Blue Star Foods PE Ratio Historical Data,Blue Star Foods PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-12-27,0.15,,0.0
2024-09-30,0.53,$-4.00,0.0
2024-06-30,2.0,$-10.02,0.0
2024-03-31,0.09,$-39.00,0.0
2023-12-31,0.14,$-97.00,0.0
2023-09-30,0.26,$-367.00,0.0
2023-06-30,1.14,$-510.50,0.0
2023-03-31,0.13,$-540.00,0.0
2022-12-31,0.4,$-520.00,0.0
2022-09-30,0.63,$-250.00,0.0
