DatChat PE Ratio Historical Data,DatChat PE Ratio Historical Data,DatChat PE Ratio Historical Data,DatChat PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.32,,0.0
2024-09-30,1.3,$-2.05,0.0
2024-06-30,1.12,$-2.76,0.0
2024-03-31,1.44,$-3.53,0.0
2023-12-31,2.87,$-4.17,0.0
2023-09-30,2.65,$-5.13,0.0
2023-06-30,0.55,$-5.30,0.0
2023-03-31,0.57,$-5.50,0.0
2022-12-31,0.25,$-6.00,0.0
2022-09-30,0.72,$-8.90,0.0
2022-06-30,1.09,$-8.80,0.0
