Nixxy PE Ratio Historical Data,Nixxy PE Ratio Historical Data,Nixxy PE Ratio Historical Data,Nixxy PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.23,,0.0
2024-09-30,2.74,$-3.41,0.0
2024-06-30,2.12,$-1.50,0.0
2024-03-31,1.64,$-2.05,0.0
2023-12-31,1.52,$-5.10,0.0
2023-09-30,1.21,$-13.94,0.0
2023-06-30,0.24,$-18.89,0.0
2023-03-31,0.27,$-19.19,0.0
2022-12-31,0.42,$-19.94,0.0
2022-09-30,1.22,$-16.04,0.0
2022-06-30,1.01,$-18.74,0.0
