Stran PE Ratio Historical Data,Stran PE Ratio Historical Data,Stran PE Ratio Historical Data,Stran PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.0,,0.0
2024-09-30,1.22,$-0.17,0.0
2024-06-30,1.12,$-0.02,0.0
2024-03-31,1.46,$-0.01,0.0
2023-12-31,1.48,$-0.02,0.0
2023-09-30,1.25,$-0.02,0.0
2023-06-30,1.51,$-0.08,0.0
2023-03-31,1.74,$-0.04,0.0
2022-12-31,1.26,$-0.02,0.0
2022-09-30,1.41,$-0.05,0.0
