Amylyx Pharmaceuticals PE Ratio Historical Data,Amylyx Pharmaceuticals PE Ratio Historical Data,Amylyx Pharmaceuticals PE Ratio Historical Data,Amylyx Pharmaceuticals PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,3.73,,0.0
2024-12-31,3.78,$-4.44,0.0
2024-09-30,3.24,$-3.82,0.0
2024-06-30,1.9,$-2.45,0.0
2024-03-31,2.84,$-1.07,0.0
2023-12-31,14.72,$0.70,21.03
2023-09-30,18.31,$-0.02,0.0
2023-06-30,21.57,$-1.24,0.0
2023-03-31,29.34,$-2.48,0.0
2022-12-31,36.95,$-3.43,0.0
