Arcellx PE Ratio Historical Data,Arcellx PE Ratio Historical Data,Arcellx PE Ratio Historical Data,Arcellx PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,71.39,,0.0
2024-12-31,76.69,$-2.00,0.0
2024-09-30,83.51,$-0.71,0.0
2024-06-30,55.19,$-1.04,0.0
2024-03-31,69.55,$-1.03,0.0
2023-12-31,55.5,$-1.47,0.0
2023-09-30,35.88,$-2.65,0.0
2023-06-30,31.62,$-3.96,0.0
2023-03-31,30.81,$-4.34,0.0
2022-12-31,30.98,$-5.32,0.0
