Nutex Health PE Ratio Historical Data,Nutex Health PE Ratio Historical Data,Nutex Health PE Ratio Historical Data,Nutex Health PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,53.17,,0.0
2024-09-30,21.7,$-9.39,0.0
2024-06-30,0.59,$-9.17,0.0
2024-03-31,0.1,$-10.59,0.0
2023-12-31,0.18,$-11.99,0.0
2023-09-30,0.2,$-7.50,0.0
2023-06-30,0.42,$-103.45,0.0
2023-03-31,1.01,$-106.45,0.0
