AEON Biopharma PE Ratio Historical Data,AEON Biopharma PE Ratio Historical Data,AEON Biopharma PE Ratio Historical Data,AEON Biopharma PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.73,,0.06
2024-09-30,1.05,$12.95,0.08
2024-06-30,1.05,$24.46,0.04
2024-03-31,11.6,$-279.14,0.0
2023-12-31,7.2,$-51.08,0.0
2023-09-30,5.6,0,0.0
2023-06-30,7.08,0,0.0
2023-03-31,10.15,0,0.0
2022-12-31,10.05,0,0.0
2022-09-30,9.85,0,0.0
2022-06-30,9.81,0,0.0
2022-03-31,9.78,0,0.0
