MOGU PE Ratio Historical Data,MOGU PE Ratio Historical Data,MOGU PE Ratio Historical Data,MOGU PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.13,,0.0
2024-09-30,2.56,$-5.40,0.0
2021-06-30,19.92,$-6.96,0.0
2021-03-31,23.28,$-6.60,0.0
2020-12-31,26.04,$-5.76,0.0
2020-09-30,28.2,$-30.97,0.0
2020-06-30,21.6,$-34.45,0.0
2020-03-31,13.74,$-34.93,0.0
2019-12-31,27.36,$-39.86,0.0
