Locafy PE Ratio Historical Data,Locafy PE Ratio Historical Data,Locafy PE Ratio Historical Data,Locafy PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,5.27,,0.0
2024-09-30,6.38,$-0.78,0.0
2024-03-31,4.96,$-1.44,0.0
2023-12-31,9.08,$-1.76,0.0
2023-09-30,7.15,$-4.31,0.0
2023-06-30,6.45,$-4.50,0.0
2023-03-31,6.48,$-3.81,0.0
