Cheer Holding PE Ratio Historical Data,Cheer Holding PE Ratio Historical Data,Cheer Holding PE Ratio Historical Data,Cheer Holding PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.76,,0.8
2024-06-30,2.55,$2.20,1.16
2020-12-31,27.5,$2.20,12.5
2020-06-30,36.7,$1.20,30.58
2020-03-31,41.2,$-1.00,0.0
2019-12-31,102.4,$-1.90,0.0
2019-09-30,101.8,$-1.90,0.0
2019-06-30,100.1,$-0.90,0.0
