MiNK Therapeutics PE Ratio Historical Data,MiNK Therapeutics PE Ratio Historical Data,MiNK Therapeutics PE Ratio Historical Data,MiNK Therapeutics PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,8.41,,0.0
2024-12-31,0.7,$-2.30,0.0
2024-09-30,0.75,$-3.90,0.0
2024-06-30,0.95,$-4.90,0.0
2024-03-31,0.91,$-6.00,0.0
2023-12-31,1.07,$-6.60,0.0
2023-09-30,1.1,$-7.30,0.0
2023-06-30,2.1,$-7.70,0.0
2023-03-31,1.9,$-7.70,0.0
2022-12-31,2.61,$-8.30,0.0
2022-09-30,2.11,$-7.80,0.0
