Electra Battery Materials PE Ratio Historical Data,Electra Battery Materials PE Ratio Historical Data,Electra Battery Materials PE Ratio Historical Data,Electra Battery Materials PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.17,,0.0
2024-09-30,0.57,$-3.56,0.0
2024-06-30,0.42,$-4.00,0.0
2024-03-31,0.45,$-3.76,0.0
2023-12-31,0.37,$-4.92,0.0
2023-09-30,0.62,$-1.52,0.0
2023-06-30,0.97,$-1.64,0.0
2023-03-31,2.05,$-1.20,0.0
