Aura Biosciences PE Ratio Historical Data,Aura Biosciences PE Ratio Historical Data,Aura Biosciences PE Ratio Historical Data,Aura Biosciences PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,7.42,,0.0
2024-09-30,8.91,$-1.73,0.0
2024-06-30,7.56,$-1.79,0.0
2024-03-31,7.85,$-1.86,0.0
2023-12-31,8.86,$-1.92,0.0
2023-09-30,8.97,$-1.94,0.0
2023-06-30,12.35,$-2.00,0.0
2023-03-31,9.28,$-1.98,0.0
2022-12-31,10.5,$-1.96,0.0
2022-09-30,18.12,$-1.44,0.0
