Nutriband PE Ratio Historical Data,Nutriband PE Ratio Historical Data,Nutriband PE Ratio Historical Data,Nutriband PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,6.72,,0.0
2024-10-31,6.19,$-0.71,0.0
2024-07-31,6.01,$-0.81,0.0
2024-04-30,3.46,$-0.77,0.0
2024-01-31,2.61,$-0.69,0.0
2023-10-31,2.25,$-0.67,0.0
2023-07-31,3.9,$-0.59,0.0
2023-04-30,3.33,$-0.60,0.0
2023-01-31,3.65,$-0.55,0.0
2022-10-31,4.28,$-0.80,0.0
2022-07-31,4.39,$-0.89,0.0
