Precision Optics PE Ratio Historical Data,Precision Optics PE Ratio Historical Data,Precision Optics PE Ratio Historical Data,Precision Optics PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,4.53,,0.0
2024-12-31,4.82,$-0.64,0.0
2024-09-30,5.58,$-0.62,0.0
2024-06-30,5.9,$-0.49,0.0
2024-03-31,5.55,$-0.28,0.0
2023-12-31,6.02,$-0.30,0.0
2023-09-30,5.95,$-0.06,0.0
