Bio-Path Holdings PE Ratio Historical Data,Bio-Path Holdings PE Ratio Historical Data,Bio-Path Holdings PE Ratio Historical Data,Bio-Path Holdings PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-02-18,0.21,,0.0
2024-09-30,0.91,$-6.74,0.0
2024-06-30,2.0,$-12.44,0.0
2024-03-31,4.12,$-21.88,0.0
2023-12-31,9.26,$-30.20,0.0
2023-09-30,7.4,$-40.80,0.0
2023-06-30,35.6,$-44.20,0.0
2023-03-31,27.8,$-42.00,0.0
2022-12-31,30.2,$-38.20,0.0
2022-09-30,63.8,$-39.40,0.0
2022-06-30,77.4,$-35.40,0.0
2022-03-31,76.8,$-32.20,0.0
2021-12-31,75.4,$-31.40,0.0
2021-09-30,102.6,$-31.00,0.0
2021-06-30,133.4,$-41.20,0.0
2021-03-31,140.4,$-47.00,0.0
2020-12-31,70.0,$-56.40,0.0
2020-09-30,84.8,$-59.40,0.0
2020-06-30,101.0,$-59.00,0.0
2020-03-31,90.0,$-65.40,0.0
2019-12-31,159.8,$-65.20,0.0
2019-09-30,190.0,$-50.80,0.0
2019-06-30,267.8,$-143.20,0.0
2019-03-31,407.8,$-185.80,0.0
2018-12-31,70.0,$-236.00,0.0
2018-09-30,236.0,$-236.00,0.0
2018-06-30,596.0,$-208.00,0.0
2018-03-31,800.0,$-268.00,0.0
2017-12-31,810.0,$-240.00,0.0
2017-09-30,1440.0,$-280.00,0.0
2017-06-30,1552.8,$-280.00,0.0
2017-03-31,3308.4,$-240.00,0.0
2016-12-31,5400.0,$-280.00,0.0
2016-09-30,5600.0,$-320.00,0.0
2016-06-30,7960.0,$-320.00,0.0
2016-03-31,10360.0,$-280.00,0.0
2015-12-31,5000.0,$-280.00,0.0
2015-09-30,4560.0,$-280.00,0.0
2015-06-30,4600.0,$-240.00,0.0
2015-03-31,7200.0,$-240.00,0.0
2014-12-31,10640.0,$-200.00,0.0
2014-09-30,8040.0,$-80.00,0.0
2014-06-30,12200.0,$-120.00,0.0
2014-03-31,10600.0,$-120.00,0.0
2013-12-31,16000.0,$-120.00,0.0
2013-09-30,6400.0,$-160.00,0.0
2013-06-30,2040.0,$-120.00,0.0
2013-03-31,1880.0,$-120.00,0.0
2012-12-31,1400.0,$-120.00,0.0
2012-09-30,1480.0,$-160.00,0.0
2012-06-30,1489.6,$-160.00,0.0
2012-03-31,1240.0,$-160.00,0.0
2011-12-31,1400.0,$-160.00,0.0
2011-09-30,1400.0,$-160.00,0.0
2011-06-30,1240.0,$-160.00,0.0
2011-03-31,1693.2,$-160.00,0.0
2010-12-31,1408.0,$-160.00,0.0
2010-09-30,1600.0,$-160.00,0.0
2010-06-30,1600.0,$-160.00,0.0
2010-03-31,1840.0,$-160.00,0.0
2009-12-31,1720.0,$-160.00,0.0
