1847 Holdings LLC PE Ratio Historical Data,1847 Holdings LLC PE Ratio Historical Data,1847 Holdings LLC PE Ratio Historical Data,1847 Holdings LLC PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.14,,0.0
2024-09-30,1.82,$-497.32,0.0
2024-06-30,0.28,"$-1,671.10",0.0
2024-03-31,2.03,"$-9,009.15",0.0
2023-12-31,0.49,"$-10,531.80",0.0
2023-09-30,0.97,"$-10,531.80",0.0
2023-06-30,0.38,"$-53,321.85",0.0
